bucket,cases,error_cases,max_offset_m,median_known_rmse_m,median_max_offset_m,median_runtime_s,method,ok_cases,p90_max_offset_m,p95_known_rmse_m,p95_max_offset_m,solver,under_10cm,under_1m,under_20cm,under_2m,under_50cm,under_5cm
office_16_24,15,0,4.6785462896374845,0.03410555497370938,0.21256283076323615,4.640760800000862,branching_027,15,0.5390027207999956,0.0452094128576768,1.7922520151840529,visibility_branching,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8,0.0
office_16_24,15,0,4.531885592387547,0.03410792494063281,0.21218393977744088,5.195273699999234,branching_028,15,0.4882631781245301,0.045217620277176684,1.7280579557142213,visibility_branching,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,4.505066119934507,0.0341055547151564,0.21263008783950635,5.278438400000596,branching_029,15,0.6021190824698798,0.04520921520223829,1.818912378059769,visibility_branching,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8,0.0
office_16_24,15,0,4.821409536704914,0.03410555471515628,0.2126300924121821,1.7397208000002138,branching_030,15,0.5634070530081756,0.0452092134956178,1.9544946001129497,visibility_branching,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,4.821409536704914,0.03410555471515628,0.2126300924121821,1.7261208000018087,branching_031,15,0.5634070530081756,0.0452092134956178,1.9544946001129497,visibility_branching,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,1.6255101883354384,0.034105559332285394,0.21263826141912073,0.5120771000001696,graph_scaffold_base,15,1.0230011099251723,0.04520921427496372,1.3570342248001555,graph_shortest,0.0,0.8666666666666667,0.4,1.0,0.8,0.0
office_16_24,15,0,4.293443964925853,0.034114021088148816,0.21292880353831503,1.6929147000009834,sdp_000,15,0.44770409406218303,0.0452248960287049,1.661118128596999,visibility_sdp,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,4.317562639879007,0.03410576402045226,0.21243592745712048,1.6895377000000735,sdp_001,15,0.5035379270933767,0.04521051967897718,1.6573749556573545,visibility_sdp,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,4.2844984730460585,0.03415264237083278,0.19725421702051715,1.7212352999995346,sdp_002,15,0.4634242136344117,0.04526664825167481,1.6767746214340986,visibility_sdp,0.0,0.9333333333333333,0.5333333333333333,0.9333333333333333,0.8666666666666667,0.0
office_16_24,15,0,4.305408355504043,0.034108044447080835,0.21233292223012346,1.6458385000005364,sdp_003,15,0.46090781393783037,0.04521524409984864,1.658940392382942,visibility_sdp,0.0,0.9333333333333333,0.4,0.9333333333333333,0.8666666666666667,0.0
